feature,mean_abs_shap
patient_type,1.4985138665355706
pneumonia,0.7945596364959661
age,0.6634861627468045
contact_other_covid,0.5477468948695512
covid_res,0.41281609620674015
icu,0.31407622580317535
sex,0.15203052932937514
pregnancy,0.06186076775502398
date_entry_symptom,0.03129093234308808
diabetes,0.010519057471761033
