feature,mean_abs_shap
pneumonia,0.44263278829022595
age,0.3246381340147902
contact_other_covid,0.22467596641558388
covid_res,0.15256536420121947
sex,0.0783580214883919
date_entry_symptom,0.010001785907485442
hypertension,0.001375476808121504
diabetes,0.0010777550628019471
obesity,0.0004474744620925919
tobacco,0.0003177225586876949
