feature,mean_abs_shap
pneumonia,1.2739072494446684
age,1.0220529604207307
contact_other_covid,0.7636363550505769
covid_res,0.4859417511481249
sex,0.24699429282276886
date_entry_symptom,0.02989879856342442
hypertension,0.004704779316971022
diabetes,0.003478468268109506
obesity,0.001529995530090954
tobacco,0.0011650189397848006
